year,pick,player,team,college_or_intl,age_at_draft,height_in,weight_lbs,wingspan_in,standing_reach_in,career_games,career_minutes,career_ws,career_ws48,career_bpm,career_vorp,allstar,notes,ncaa_games,ncaa_mpg,ncaa_ppg,ncaa_rpg,ncaa_apg,ncaa_fg_pct,ncaa_3p_pct,ncaa_3pa_pg,ncaa_ft_pct,ncaa_ts_pct,ncaa_usg_pct,ncaa_ast_pct,ncaa_tov_pct,ncaa_stl_pct,ncaa_blk_pct,ncaa_obpm,ncaa_bpm,ncaa_source
2018,6,Mo Bamba,ORL,Texas,20.11,84.0,231.0,,,368.0,6159.0,15.7,0.122,-0.1,3.0,0,ht/wt from BBR listed (not combine barefoot),30,30.2,12.9,10.5,0.5,0.541,0.275,1.7,0.681,0.593,21.5,3.6,14.1,1.5,12.9,1.54,9.68,barttorvik
2018,7,Wendell Carter Jr.,CHI,Duke,19.18,82.0,270.0,,,461.0,12735.0,33.3,0.126,-0.3,5.3,0,ht/wt from BBR listed (not combine barefoot),37,26.8,13.5,9.1,2.0,0.561,0.413,1.2,0.738,0.628,23.4,13.0,18.2,1.7,7.6,5.03,11.65,barttorvik
2018,8,Collin Sexton,CLE,Alabama,19.46,72.5,183.0,79.25,98.5,475.0,13771.0,19.7,0.069,-1.1,3.0,0,,33,29.9,19.2,3.8,3.6,0.447,0.336,4.0,0.778,0.567,32.5,27.8,16.2,1.6,0.3,4.94,4.55,barttorvik
2018,9,Kevin Knox,NYK,Kentucky,18.86,79.75,212.6,83.75,108.0,320.0,5606.0,0.9,0.008,-4.4,-3.4,0,,37,32.4,15.6,5.4,1.4,0.447,0.341,4.5,0.774,0.557,23.0,8.7,17.5,1.5,1.0,2.72,3.72,barttorvik
2018,10,Mikal Bridges,PHI,Villanova,21.81,78.0,209.0,,,638.0,21206.0,50.0,0.113,0.9,15.8,0,ht/wt from BBR listed (not combine barefoot),40,32.2,17.6,5.3,1.9,0.514,0.435,6.0,0.851,0.655,22.0,10.6,10.9,2.7,3.5,8.0,11.98,barttorvik
2018,11,Shai Gilgeous-Alexander,CHO,Kentucky,19.94,76.5,180.0,83.5,104.0,530.0,17550.0,75.6,0.207,6.3,36.9,1,,37,33.7,14.4,4.1,5.1,0.485,0.404,1.5,0.822,0.579,22.8,28.8,19.8,2.8,1.7,4.95,7.76,barttorvik
2018,12,Miles Bridges,LAC,Michigan State,20.25,77.25,220.4,81.5,103.5,501.0,15457.0,27.8,0.086,0.1,8.2,0,,34,31.4,17.1,7.0,2.6,0.458,0.366,5.7,0.845,0.573,25.0,16.6,14.7,1.2,2.5,4.76,7.38,barttorvik
2018,13,Jerome Robinson,LAC,Boston College,21.33,76.0,188.4,79.25,98.0,135.0,1685.0,-0.2,-0.004,-4.8,-1.2,0,,35,36.0,20.8,3.6,3.3,0.485,0.409,5.7,0.83,0.607,26.3,19.5,16.5,1.4,0.4,4.38,2.82,barttorvik
2018,14,Michael Porter Jr.,DEN,Missouri,19.98,82.0,218.0,,,397.0,11725.0,29.4,0.12,1.0,8.9,0,ht/wt from BBR listed (not combine barefoot),3,17.7,10.0,6.7,0.3,0.333,0.3,3.3,0.778,0.438,33.3,4.6,10.1,3.4,2.0,-3.94,-4.93,barttorvik
2018,15,Troy Brown Jr.,WAS,Oregon,18.9,79.0,215.0,,,356.0,6778.0,8.6,0.061,-1.8,0.4,0,ht/wt from BBR listed (not combine barefoot),35,31.2,11.3,6.2,3.2,0.444,0.291,3.1,0.743,0.532,21.7,18.7,21.0,2.9,0.8,0.84,3.01,barttorvik
2018,16,Zhaire Smith,PHO,Texas Tech,19.05,74.75,198.6,81.75,100.0,13.0,143.0,0.0,0.011,-6.1,-0.1,0,,37,28.4,11.2,4.9,1.7,0.552,0.45,1.1,0.717,0.615,18.6,12.1,12.6,2.4,4.4,4.93,10.04,barttorvik
2018,17,Donte DiVincenzo,MIL,Villanova,21.39,75.5,200.6,78.0,97.5,498.0,13104.0,29.1,0.107,1.0,10.1,0,,40,29.3,13.4,4.8,3.5,0.481,0.401,5.3,0.71,0.608,22.8,20.0,17.0,2.1,0.7,6.57,8.81,barttorvik
2018,18,Lonnie Walker IV,SAS,Miami (FL),19.52,76.0,204.0,,,342.0,7025.0,4.9,0.033,-2.5,-1.0,0,ht/wt from BBR listed (not combine barefoot),32,27.8,11.5,2.6,1.9,0.415,0.346,5.1,0.738,0.527,21.1,13.0,11.6,2.0,1.8,3.28,4.42,barttorvik
2018,19,Kevin Huerter,ATL,Maryland,19.82,78.25,194.0,79.5,101.5,551.0,15115.0,21.7,0.069,-0.9,4.1,0,,31,34.3,14.8,5.0,3.4,0.5,0.414,5.5,0.763,0.636,21.5,20.0,20.4,1.1,2.1,5.44,7.22,barttorvik
2018,20,Josh Okogie,MIN,Georgia Tech,19.8,75.0,210.8,84.0,102.0,494.0,9306.0,14.2,0.073,-1.7,0.6,0,,24,36.4,18.2,6.2,2.5,0.416,0.38,4.2,0.821,0.55,26.8,15.6,15.7,2.9,2.8,3.6,5.45,barttorvik
2018,21,Grayson Allen,UTA,Duke,22.7,75.0,198.0,79.25,97.0,454.0,11694.0,26.4,0.109,0.3,6.6,0,,37,35.6,15.5,3.3,4.6,0.418,0.37,7.5,0.85,0.58,20.3,21.2,16.7,2.8,0.2,6.22,7.91,barttorvik
2018,22,Chandler Hutchison,CHI,Boise State,22.15,78.0,210.0,,,103.0,1790.0,1.1,0.03,-3.9,-0.9,0,ht/wt from BBR listed (not combine barefoot),30,31.0,20.0,7.7,3.5,0.474,0.35,4.1,0.731,0.573,33.0,23.6,18.8,2.8,1.0,2.75,6.66,barttorvik
2018,23,Aaron Holiday,IND,UCLA,21.72,71.75,187.0,79.5,97.0,505.0,8147.0,11.6,0.068,-2.0,0.1,0,,33,37.7,20.3,3.7,5.8,0.461,0.429,6.2,0.828,0.609,27.2,29.9,20.6,1.9,0.7,4.73,4.36,barttorvik
2018,24,Anfernee Simons,POR,,19.04,74.25,183.2,81.25,99.5,444.0,11792.0,15.7,0.064,-1.0,2.9,0,non-NCAA,,,,,,,,,,,,,,,,,,
2018,25,Moritz Wagner,LAL,Michigan,21.15,82.5,241.4,84.0,108.0,399.0,6478.0,17.9,0.132,0.1,3.4,0,,38,27.6,14.6,7.1,0.8,0.526,0.392,4.2,0.698,0.618,24.6,6.7,13.1,2.2,2.0,3.66,7.17,barttorvik
2018,26,Landry Shamet,PHI,Wichita State,21.27,76.0,188.6,78.75,100.0,449.0,9560.0,15.7,0.079,-1.8,0.4,0,,32,31.7,14.9,3.2,5.2,0.489,0.442,5.9,0.825,0.655,21.0,28.8,17.9,1.3,0.7,7.54,6.47,barttorvik
2018,27,Robert Williams,BOS,Texas A&M,20.68,81.0,249.0,,,294.0,5762.0,28.3,0.236,4.6,9.6,0,ht/wt from BBR listed (not combine barefoot),30,25.6,10.4,9.2,1.4,0.632,0.0,0.4,0.471,0.614,19.3,10.8,19.6,1.8,10.0,2.02,10.26,barttorvik
2018,28,Jacob Evans,GSW,Cincinnati,21.01,76.25,199.6,81.25,102.5,59.0,622.0,-0.6,-0.047,-7.4,-0.8,0,,36,30.8,13.0,4.7,3.1,0.427,0.37,4.5,0.754,0.543,22.0,20.0,15.6,2.6,3.7,3.59,8.88,barttorvik
2018,29,Džanan Musa,BRK,,19.12,81.0,217.0,,,49.0,526.0,0.0,0.003,-4.6,-0.4,0,ht/wt from BBR listed (not combine barefoot); non-NCAA,,,,,,,,,,,,,,,,,,
2018,30,Omari Spellman,ATL,Villanova,20.92,80.0,253.8,86.0,107.5,95.0,1691.0,2.4,0.068,-1.5,0.2,0,,40,28.1,10.8,8.0,0.8,0.476,0.433,3.8,0.7,0.588,17.9,4.3,11.4,1.3,5.5,4.15,7.96,barttorvik
2018,31,Elie Okobo,PHO,,20.66,75.0,190.0,,,108.0,1677.0,0.5,0.014,-4.1,-0.9,0,ht/wt from BBR listed (not combine barefoot); non-NCAA,,,,,,,,,,,,,,,,,,
2018,32,Jevon Carter,MEM,West Virginia,22.77,72.25,196.2,76.25,95.0,465.0,7146.0,9.4,0.063,-1.4,1.0,0,,37,35.4,17.3,4.6,6.6,0.422,0.393,5.3,0.858,0.549,25.1,35.2,16.8,4.8,1.2,7.79,11.33,barttorvik
2018,33,Jalen Brunson,DAL,Villanova,21.8,73.0,198.4,76.0,96.0,561.0,16830.0,54.2,0.155,2.4,18.8,1,,40,31.8,18.9,3.0,4.6,0.521,0.408,5.3,0.802,0.635,26.1,26.6,12.3,1.7,0.1,8.14,8.38,barttorvik
2018,34,Devonte' Graham,ATL,Kansas,23.33,72.25,186.4,78.25,96.0,336.0,8359.0,12.7,0.073,-0.5,3.2,0,,39,37.8,17.3,4.0,7.2,0.4,0.406,6.9,0.827,0.568,25.2,31.4,16.7,2.4,0.1,6.88,7.5,barttorvik
2018,35,Melvin Frazier,ORL,Tulane,21.81,76.5,198.2,85.75,105.0,32.0,290.0,-0.4,-0.062,-10.0,-0.6,0,,30,34.4,15.9,5.6,2.9,0.556,0.385,3.0,0.712,0.631,21.8,17.9,19.5,3.5,2.2,3.02,5.36,barttorvik
2018,36,Mitchell Robinson,NYK,,20.22,84.0,240.0,,,397.0,9297.0,41.0,0.212,2.3,10.1,0,ht/wt from BBR listed (not combine barefoot); non-NCAA,,,,,,,,,,,,,,,,,,
2018,37,Gary Trent Jr.,SAC,Duke,19.42,77.0,204.0,,,480.0,13075.0,19.0,0.07,-1.6,1.4,0,ht/wt from BBR listed (not combine barefoot),37,33.8,14.5,4.2,1.4,0.415,0.402,6.5,0.876,0.567,17.3,6.8,9.9,2.0,0.4,4.93,6.51,barttorvik
2018,38,Khyri Thomas,PHI,Creighton,22.12,74.5,198.8,82.5,101.0,39.0,409.0,0.5,0.058,-2.7,-0.1,0,,32,31.7,15.1,4.4,2.8,0.536,0.416,4.7,0.788,0.65,20.7,15.4,15.2,3.0,0.7,5.63,8.42,barttorvik
2018,39,Isaac Bonga,PHI,,18.62,80.0,180.0,,,143.0,1871.0,1.7,0.044,-3.6,-0.7,0,ht/wt from BBR listed (not combine barefoot); non-NCAA,,,,,,,,,,,,,,,,,,
2018,40,Rodions Kurucs,BRK,,20.37,81.0,228.0,,,131.0,2103.0,2.3,0.052,-2.8,-0.4,0,ht/wt from BBR listed (not combine barefoot); non-NCAA,,,,,,,,,,,,,,,,,,
2018,41,Jarred Vanderbilt,ORL,Kentucky,19.22,80.0,214.0,,,374.0,7303.0,18.6,0.122,-0.2,3.3,0,ht/wt from BBR listed (not combine barefoot),14,17.0,5.9,7.9,1.0,0.426,0.0,0.1,0.632,0.476,22.9,10.7,15.7,1.4,5.3,2.64,6.3,barttorvik
2018,42,Bruce Brown,DET,Miami (FL),21.85,75.5,194.6,81.0,98.5,539.0,13374.0,22.9,0.082,-1.6,1.3,0,,19,33.7,11.4,7.1,4.0,0.415,0.267,3.2,0.629,0.488,22.1,21.3,17.9,2.3,2.5,1.98,6.09,barttorvik
2018,43,Justin Jackson,DEN,Maryland,,78.0,229.4,87.0,105.0,,,,,,,0,no NBA stats on BBR (never played),11,29.4,9.8,8.1,1.9,0.366,0.25,3.6,0.828,0.47,24.2,12.6,24.5,1.7,3.0,-0.46,2.03,barttorvik
2018,44,Issuf Sanon,WAS,,,,,,,,,,,,,0,no NBA stats on BBR (never played); non-NCAA,,,,,,,,,,,,,,,,,,
2018,45,Hamidou Diallo,BRK,Kentucky,19.89,76.25,197.0,83.5,103.0,265.0,4918.0,6.2,0.06,-2.1,-0.1,0,,37,24.8,10.0,3.6,1.2,0.428,0.338,2.1,0.611,0.497,21.3,9.5,14.8,1.8,1.6,1.44,2.72,barttorvik
2018,46,De'Anthony Melton,HOU,USC,20.07,74.25,193.2,80.5,99.5,405.0,9272.0,15.0,0.078,0.2,5.2,0,,36,27.0,8.3,4.7,3.5,0.437,0.284,2.1,0.706,0.53,19.1,22.5,19.7,4.1,3.9,2.77,7.17,barttorvik
2018,47,Svi Mykhailiuk,LAL,Kansas,21.03,78.5,219.6,77.0,100.0,381.0,6542.0,5.3,0.039,-2.4,-0.6,0,combine matched year-1,39,34.5,14.6,3.9,2.7,0.434,0.444,6.6,0.804,0.572,20.1,13.4,13.7,1.9,0.9,5.31,6.4,barttorvik
2018,48,Keita Bates-Diop,MIN,Ohio State,22.41,79.25,223.8,87.25,106.5,283.0,4566.0,7.4,0.078,-1.6,0.5,0,,34,33.1,19.8,8.7,1.6,0.48,0.359,5.4,0.794,0.577,27.5,10.5,11.8,1.6,5.9,4.16,8.22,barttorvik
2018,49,Chimezie Metu,SAS,USC,21.25,80.5,219.6,84.5,108.0,260.0,3565.0,5.7,0.076,-1.6,0.3,0,,34,31.0,15.7,7.4,1.6,0.523,0.3,1.2,0.73,0.574,25.1,10.0,15.1,1.5,6.3,1.09,5.08,barttorvik
2018,50,Alize Johnson,IND,Missouri State,22.16,79.25,216.6,80.75,103.0,76.0,568.0,1.3,0.108,-2.4,-0.1,0,,32,31.2,15.0,11.6,2.8,0.429,0.28,4.5,0.759,0.527,27.9,19.2,15.9,0.8,1.5,4.01,4.95,barttorvik
2018,51,Tony Carr,NOP,Penn State,,75.0,198.8,80.25,100.0,,,,,,,0,no NBA stats on BBR (never played),37,35.4,19.6,4.9,5.0,0.408,0.433,5.5,0.799,0.527,29.5,29.3,12.9,1.4,0.9,5.52,6.19,barttorvik
2018,52,Vince Edwards,UTA,Purdue,22.21,80.0,225.0,,,2.0,16.0,0.0,-0.014,-6.4,0.0,0,ht/wt from BBR listed (not combine barefoot),35,31.6,14.6,7.4,2.9,0.476,0.398,3.7,0.833,0.587,24.1,17.1,15.6,1.0,2.0,5.5,7.55,barttorvik
2018,53,Devon Hall,OKC,Virginia,22.96,76.25,206.4,79.75,102.0,11.0,81.0,-0.2,-0.116,-6.7,-0.1,0,,34,32.1,11.7,4.2,3.1,0.454,0.432,3.9,0.894,0.599,19.4,19.6,10.9,1.8,0.6,5.06,8.58,barttorvik
2018,54,Shake Milton,DAL,SMU,21.73,76.5,207.2,84.75,99.5,359.0,6698.0,11.7,0.084,-2.0,-0.1,0,,22,36.4,18.0,4.7,4.4,0.449,0.434,5.9,0.847,0.606,24.7,25.9,15.7,2.4,2.3,4.46,5.67,barttorvik
2018,55,Arnoldas Kulboka,CHO,,20.46,82.0,220.0,,,2.0,5.0,0.0,-0.217,-21.8,0.0,0,ht/wt from BBR listed (not combine barefoot); non-NCAA,,,,,,,,,,,,,,,,,,
2018,56,Ray Spalding,PHI,Louisville,21.28,81.0,215.4,88.75,109.0,16.0,167.0,0.1,0.024,-6.2,-0.2,0,,36,27.6,12.3,8.7,1.3,0.543,0.263,0.5,0.64,0.568,23.5,9.6,15.1,3.1,6.3,3.0,8.56,barttorvik
2018,57,Kevin Hervey,OKC,UT Arlington,21.95,78.5,211.6,87.5,107.0,10.0,52.0,-0.1,-0.085,-5.1,0.0,0,,33,32.2,20.5,8.5,2.2,0.446,0.339,6.9,0.807,0.553,29.5,15.2,15.5,2.1,2.2,2.85,3.75,barttorvik
2018,58,Thomas Welsh,DEN,UCLA,22.38,83.5,254.0,84.0,109.5,11.0,36.0,0.1,0.162,1.2,0.0,0,combine matched year-1,33,33.2,12.6,10.8,1.4,0.485,0.402,3.4,0.828,0.577,17.4,7.8,9.9,1.1,2.8,3.01,5.1,barttorvik
2018,59,George King,PHO,Colorado,24.43,76.75,218.6,83.5,101.5,5.0,25.0,-0.1,-0.225,-17.2,-0.1,0,,32,28.5,12.9,7.8,1.1,0.445,0.395,4.9,0.782,0.575,22.5,8.2,17.9,1.1,2.6,1.55,3.25,barttorvik
2018,60,Kostas Antetokounmpo,PHI,Dayton,20.58,81.0,194.8,86.25,110.0,22.0,87.0,-0.2,-0.098,-9.9,-0.2,0,,29,15.1,5.2,2.9,0.4,0.574,0.133,0.5,0.516,0.575,20.8,5.9,25.6,1.0,8.3,-3.8,-1.42,barttorvik
2019,1,Zion Williamson,NOP,Duke,18.95,78.0,284.0,,,276.0,8555.0,30.3,0.17,4.5,14.1,1,ht/wt from BBR listed (not combine barefoot),33,30.0,22.6,8.9,2.1,0.68,0.338,2.2,0.64,0.702,28.2,15.0,15.2,3.9,5.8,10.16,16.46,barttorvik
2019,2,Ja Morant,MEM,Murray State,19.86,74.0,174.0,,,327.0,10370.0,24.3,0.113,2.5,11.8,1,ht/wt from BBR listed (not combine barefoot),31,36.6,24.5,5.7,9.9,0.492,0.368,4.9,0.815,0.608,36.0,51.4,22.0,2.4,2.2,6.94,8.98,barttorvik
2019,3,RJ Barrett,NYK,Duke,19.01,78.0,214.0,,,444.0,14540.0,17.3,0.057,-1.5,1.8,0,ht/wt from BBR listed (not combine barefoot),38,35.3,22.6,7.6,4.3,0.454,0.308,6.2,0.665,0.532,31.3,23.5,15.9,1.4,1.2,4.59,5.93,barttorvik
2019,4,De'Andre Hunter,LAL,Virginia,21.55,79.0,221.0,,,372.0,10996.0,13.1,0.057,-2.7,-2.0,0,ht/wt from BBR listed (not combine barefoot),38,32.5,15.2,5.1,2.0,0.52,0.438,2.8,0.783,0.618,23.5,13.0,11.8,1.2,2.4,6.24,8.84,barttorvik
2019,5,Darius Garland,CLE,Vanderbilt,19.4,73.0,192.0,,,427.0,14037.0,27.1,0.093,0.2,7.9,1,ht/wt from BBR listed (not combine barefoot),5,27.8,16.2,3.8,2.6,0.537,0.478,4.6,0.75,0.657,26.9,25.7,23.2,1.7,1.5,2.83,2.9,barttorvik
2019,6,Jarrett Culver,PHO,Texas Tech,20.33,77.25,194.2,81.5,100.5,144.0,2480.0,-0.1,-0.001,-4.5,-1.6,0,,38,32.4,18.5,6.4,3.7,0.461,0.304,4.2,0.707,0.542,32.2,25.9,15.5,2.7,2.2,5.42,10.32,barttorvik
2019,7,Coby White,CHI,UNC,19.34,75.5,191.4,77.0,97.5,472.0,13815.0,19.9,0.069,-1.5,1.7,0,,35,28.6,16.1,3.5,4.1,0.423,0.352,6.7,0.8,0.556,26.1,24.4,19.0,2.0,1.3,4.9,6.66,barttorvik
2019,8,Jaxson Hayes,ATL,Texas,19.07,82.25,218.6,87.5,110.5,433.0,7229.0,25.1,0.167,-0.1,3.5,0,,32,23.3,10.0,5.0,0.3,0.728,,0.0,0.74,0.739,16.9,2.6,13.9,1.5,10.6,3.6,10.5,barttorvik
2019,9,Rui Hachimura,WAS,Gonzaga,21.36,80.0,230.0,,,405.0,11272.0,18.7,0.08,-2.0,0.1,0,ht/wt from BBR listed (not combine barefoot),37,30.2,19.7,6.5,1.5,0.591,0.417,1.0,0.739,0.639,26.4,9.3,12.9,1.8,2.4,4.02,6.43,barttorvik
2019,10,Cam Reddish,ATL,Duke,19.8,79.0,230.0,,,254.0,5876.0,3.3,0.027,-3.1,-1.7,0,ht/wt from BBR listed (not combine barefoot),36,29.7,13.5,3.7,1.9,0.356,0.333,7.4,0.772,0.499,23.6,10.7,20.7,2.9,1.9,1.24,3.19,barttorvik
2019,11,Cameron Johnson,MIN,UNC,23.3,79.0,205.2,82.0,103.0,394.0,10667.0,26.6,0.12,1.2,8.8,0,,36,29.9,16.9,5.8,2.4,0.505,0.457,5.8,0.818,0.647,20.7,13.8,12.8,2.1,1.1,8.52,11.36,barttorvik
2019,12,P.J. Washington,CHO,Kentucky,20.82,78.5,230.4,86.5,106.5,446.0,13653.0,16.5,0.058,-1.3,2.6,0,,35,29.3,15.2,7.6,1.8,0.522,0.423,2.2,0.663,0.592,25.4,13.1,15.8,1.7,4.8,5.27,10.16,barttorvik
2019,13,Tyler Herro,MIA,Kentucky,19.41,76.5,192.4,75.25,100.5,394.0,12796.0,22.3,0.084,0.8,9.0,1,,37,32.6,14.0,4.5,2.5,0.462,0.355,4.6,0.935,0.58,20.0,15.2,14.8,2.0,1.1,4.78,7.82,barttorvik
2019,14,Romeo Langford,BOS,Indiana,19.65,76.5,216.0,83.0,103.0,141.0,2268.0,2.0,0.043,-3.4,-0.8,0,ht/wt from BBR listed (not combine barefoot),32,34.1,16.5,5.4,2.3,0.448,0.272,3.9,0.722,0.542,25.5,14.2,14.2,1.3,2.7,2.68,3.97,barttorvik
2019,15,Sekou Doumbouya,DET,,18.49,80.0,230.0,,,96.0,1639.0,-0.4,-0.013,-6.5,-1.8,0,ht/wt from BBR listed (not combine barefoot); non-NCAA,,,,,,,,,,,,,,,,,,
2019,16,Chuma Okeke,ORL,Auburn,20.84,79.0,229.0,,,198.0,4028.0,5.0,0.06,-1.1,1.0,0,ht/wt from BBR listed (not combine barefoot),37,29.1,12.0,6.8,1.9,0.497,0.388,3.8,0.722,0.598,20.9,12.6,16.6,3.7,5.5,6.77,12.57,barttorvik
2019,17,Nickeil Alexander-Walker,BRK,Virginia Tech,20.8,76.25,203.8,81.5,102.0,459.0,10545.0,16.5,0.075,-0.6,3.7,0,,34,34.3,16.2,4.1,4.0,0.474,0.374,4.6,0.778,0.586,26.4,24.6,19.6,3.4,2.3,3.96,7.62,barttorvik
2019,18,Goga Bitadze,IND,,19.92,83.0,250.0,,,383.0,5577.0,19.3,0.166,1.1,4.4,0,ht/wt from BBR listed (not combine barefoot); non-NCAA,,,,,,,,,,,,,,,,,,
2019,19,Luka Šamanić,SAS,,19.44,81.5,227.2,82.5,107.0,86.0,921.0,0.0,0.001,-5.6,-0.8,0,non-NCAA,,,,,,,,,,,,,,,,,,
2019,20,Matisse Thybulle,BOS,Washington,22.29,77.0,202.0,,,377.0,7749.0,15.4,0.095,1.1,6.1,0,ht/wt from BBR listed (not combine barefoot),36,31.0,9.1,3.1,2.1,0.415,0.305,4.2,0.851,0.542,17.2,13.5,20.5,6.6,8.1,2.08,11.32,barttorvik
2019,21,Brandon Clarke,OKC,Gonzaga,22.75,79.25,207.2,80.25,102.0,309.0,6412.0,24.6,0.184,2.4,7.1,0,,37,28.1,16.9,8.6,1.9,0.687,0.267,0.4,0.694,0.699,24.0,12.1,12.7,2.3,10.8,7.78,16.6,barttorvik
2019,22,Grant Williams,BOS,Tennessee,20.55,77.75,240.2,81.75,104.5,416.0,9421.0,17.4,0.089,-1.6,1.0,0,,36,31.9,18.8,7.5,3.2,0.565,0.318,1.2,0.818,0.647,27.0,18.3,15.2,2.0,5.3,7.36,11.77,barttorvik
2019,23,Darius Bazley,UTA,,19.02,79.75,208.4,84.0,107.0,237.0,5536.0,3.1,0.027,-2.4,-0.6,0,non-NCAA,,,,,,,,,,,,,,,,,,
2019,24,Ty Jerome,PHI,Virginia,21.95,76.25,194.4,76.0,98.0,244.0,4480.0,11.2,0.12,0.9,3.3,0,,37,33.9,13.6,4.2,5.5,0.435,0.399,5.4,0.736,0.555,24.1,32.6,13.3,3.0,0.1,7.83,10.67,barttorvik
2019,25,Nassir Little,POR,UNC,19.35,76.5,224.2,85.25,104.5,237.0,3735.0,4.7,0.061,-2.6,-0.5,0,,36,18.2,9.8,4.6,0.6,0.48,0.269,1.4,0.77,0.551,24.0,6.1,16.1,1.5,3.3,1.85,3.87,barttorvik
2019,26,Dylan Windler,CLE,Belmont,22.74,78.25,195.8,82.0,104.5,101.0,1090.0,1.6,0.072,-1.4,0.2,0,,32,33.2,21.3,10.8,2.5,0.54,0.425,7.1,0.852,0.68,24.7,13.4,13.6,2.4,1.7,6.81,8.87,barttorvik
2019,27,Mfiondu Kabengele,BRK,Florida State,21.85,80.75,256.2,87.0,109.5,55.0,380.0,0.4,0.055,-3.6,-0.2,0,,37,21.5,13.2,5.9,0.3,0.502,0.369,1.8,0.761,0.593,27.5,3.2,12.6,1.5,8.3,2.78,6.12,barttorvik
2019,28,Jordan Poole,GSW,Michigan,20.0,75.5,190.8,78.75,99.5,451.0,12283.0,11.4,0.045,-1.9,0.4,0,,37,33.0,12.8,3.0,2.2,0.436,0.369,5.5,0.833,0.573,20.0,13.0,14.1,2.0,0.7,3.85,7.31,barttorvik
2019,29,Keldon Johnson,SAS,Kentucky,19.69,76.75,216.4,81.25,104.0,452.0,12511.0,23.2,0.089,-1.0,3.2,0,,37,30.7,13.5,5.9,1.6,0.461,0.381,3.2,0.703,0.557,21.7,10.6,14.5,1.5,0.6,3.88,5.96,barttorvik
2019,30,Kevin Porter Jr.,MIL,USC,19.13,76.0,212.6,81.0,103.0,309.0,8671.0,9.0,0.05,-0.9,2.5,0,,21,22.1,9.5,4.0,1.4,0.471,0.412,3.2,0.522,0.559,22.8,12.0,20.8,2.1,2.6,0.57,1.86,barttorvik
2019,31,Nic Claxton,BRK,Georgia,20.18,83.0,215.0,,,380.0,9944.0,30.9,0.149,1.3,8.2,0,ht/wt from BBR listed (not combine barefoot),32,31.6,13.0,8.6,1.8,0.46,0.281,2.0,0.641,0.533,22.2,12.2,16.9,1.9,8.0,1.37,6.54,barttorvik
2019,32,KZ Okpala,PHO,Stanford,20.15,79.25,209.6,85.75,106.5,98.0,965.0,1.0,0.05,-4.7,-0.7,0,,29,32.7,16.8,5.7,2.0,0.463,0.368,3.0,0.671,0.543,26.6,13.0,18.3,1.7,1.4,-0.04,0.98,barttorvik
2019,33,Carsen Edwards,PHI,Purdue,21.27,70.75,199.4,78.0,94.5,72.0,706.0,0.3,0.019,-5.1,-0.5,0,,36,35.4,24.3,3.6,2.9,0.394,0.355,10.6,0.837,0.541,34.8,18.3,15.5,2.3,1.0,5.61,5.22,barttorvik
2019,34,Bruno Fernando,PHI,Maryland,20.85,80.75,237.0,87.25,110.0,220.0,2326.0,3.8,0.079,-3.0,-0.6,0,,34,30.0,13.6,10.6,2.0,0.607,0.3,0.3,0.779,0.653,23.8,14.5,23.5,1.3,7.0,3.1,9.88,barttorvik
2019,35,Didi Louzada,ATL,,20.36,77.0,188.0,,,12.0,185.0,-0.1,-0.034,-8.1,-0.3,0,ht/wt from BBR listed (not combine barefoot); non-NCAA,,,,,,,,,,,,,,,,,,
2019,36,Cody Martin,CHO,Nevada,23.73,76.75,192.2,82.25,102.5,263.0,5733.0,7.1,0.059,-1.8,0.3,0,,34,34.4,12.1,4.4,4.9,0.507,0.358,2.8,0.763,0.596,18.4,25.6,16.7,2.2,2.3,3.51,6.17,barttorvik
2019,37,Deividas Sirvydis,DAL,,19.03,80.0,190.0,,,23.0,160.0,-0.1,-0.032,-5.9,-0.2,0,ht/wt from BBR listed (not combine barefoot); non-NCAA,,,,,,,,,,,,,,,,,,
2019,38,Daniel Gafford,CHI,Arkansas,20.72,81.25,237.6,86.5,110.0,433.0,8684.0,35.2,0.195,1.7,8.2,0,,32,28.7,16.9,8.7,0.7,0.659,,0.0,0.591,0.651,25.2,6.0,18.2,1.8,8.4,2.1,6.45,barttorvik
2019,39,Alen Smailagić,NOP,,18.84,82.0,215.0,,,29.0,223.0,0.3,0.056,-3.3,-0.1,0,ht/wt from BBR listed (not combine barefoot); non-NCAA,,,,,,,,,,,,,,,,,,
2019,40,Justin James,SAC,Wyoming,22.4,78.0,190.0,,,72.0,542.0,0.3,0.024,-3.1,-0.2,0,ht/wt from BBR listed (not combine barefoot),31,38.2,22.1,8.5,4.4,0.41,0.301,5.3,0.742,0.515,36.3,33.0,17.3,2.2,1.6,1.55,2.54,barttorvik
2019,41,Eric Paschall,GSW,Villanova,22.62,78.0,254.4,87.75,103.5,158.0,3086.0,5.0,0.078,-2.2,-0.1,0,,36,36.1,16.5,6.1,2.1,0.447,0.348,5.6,0.746,0.57,23.8,12.9,16.2,1.2,1.6,2.36,3.16,barttorvik
2019,42,Admiral Schofield,PHI,Tennessee,22.22,76.0,240.6,81.75,102.5,131.0,1372.0,1.2,0.043,-4.6,-0.9,0,,36,31.8,16.5,6.1,2.0,0.473,0.422,4.8,0.698,0.562,24.4,11.7,14.4,1.6,1.7,4.02,5.04,barttorvik
