year,pick,player,team,college_or_intl,age_at_draft,height_in,weight_lbs,wingspan_in,standing_reach_in,career_games,career_minutes,career_ws,career_ws48,career_bpm,career_vorp,allstar,notes
2019,20,Matisse Thybulle,BOS,Washington,22.29,77,202,,,377.0,7749.0,15.4,0.095,1.1,6.1,0,ht/wt from BBR listed (not combine barefoot)
2019,21,Brandon Clarke,OKC,Gonzaga,22.75,79.25,207.2,80.25,102.0,309.0,6412.0,24.6,0.184,2.4,7.1,0,
2019,22,Grant Williams,BOS,Tennessee,20.55,77.75,240.2,81.75,104.5,416.0,9421.0,17.4,0.089,-1.6,1.0,0,
2019,23,Darius Bazley,UTA,,19.02,79.75,208.4,84.0,107.0,237.0,5536.0,3.1,0.027,-2.4,-0.6,0,
2019,24,Ty Jerome,PHI,Virginia,21.95,76.25,194.4,76.0,98.0,244.0,4480.0,11.2,0.12,0.9,3.3,0,
2019,25,Nassir Little,POR,UNC,19.35,76.5,224.2,85.25,104.5,237.0,3735.0,4.7,0.061,-2.6,-0.5,0,
2019,26,Dylan Windler,CLE,Belmont,22.74,78.25,195.8,82.0,104.5,101.0,1090.0,1.6,0.072,-1.4,0.2,0,
2019,27,Mfiondu Kabengele,BRK,Florida State,21.85,80.75,256.2,87.0,109.5,55.0,380.0,0.4,0.055,-3.6,-0.2,0,
2019,28,Jordan Poole,GSW,Michigan,20.0,75.5,190.8,78.75,99.5,451.0,12283.0,11.4,0.045,-1.9,0.4,0,
2019,29,Keldon Johnson,SAS,Kentucky,19.69,76.75,216.4,81.25,104.0,452.0,12511.0,23.2,0.089,-1.0,3.2,0,
2019,30,Kevin Porter Jr.,MIL,USC,19.13,76.0,212.6,81.0,103.0,309.0,8671.0,9.0,0.05,-0.9,2.5,0,
2019,31,Nic Claxton,BRK,Georgia,20.18,83,215,,,380.0,9944.0,30.9,0.149,1.3,8.2,0,ht/wt from BBR listed (not combine barefoot)
2019,32,KZ Okpala,PHO,Stanford,20.15,79.25,209.6,85.75,106.5,98.0,965.0,1.0,0.05,-4.7,-0.7,0,
2019,33,Carsen Edwards,PHI,Purdue,21.27,70.75,199.4,78.0,94.5,72.0,706.0,0.3,0.019,-5.1,-0.5,0,
2019,34,Bruno Fernando,PHI,Maryland,20.85,80.75,237.0,87.25,110.0,220.0,2326.0,3.8,0.079,-3.0,-0.6,0,
2019,35,Didi Louzada,ATL,,20.36,77,188,,,12.0,185.0,-0.1,-0.034,-8.1,-0.3,0,ht/wt from BBR listed (not combine barefoot)
2019,36,Cody Martin,CHO,Nevada,23.73,76.75,192.2,82.25,102.5,263.0,5733.0,7.1,0.059,-1.8,0.3,0,
2019,37,Deividas Sirvydis,DAL,,19.03,80,190,,,23.0,160.0,-0.1,-0.032,-5.9,-0.2,0,ht/wt from BBR listed (not combine barefoot)
2019,38,Daniel Gafford,CHI,Arkansas,20.72,81.25,237.6,86.5,110.0,433.0,8684.0,35.2,0.195,1.7,8.2,0,
2019,39,Alen Smailagić,NOP,,18.84,82,215,,,29.0,223.0,0.3,0.056,-3.3,-0.1,0,ht/wt from BBR listed (not combine barefoot)
2019,40,Justin James,SAC,Wyoming,22.4,78,190,,,72.0,542.0,0.3,0.024,-3.1,-0.2,0,ht/wt from BBR listed (not combine barefoot)
2019,41,Eric Paschall,GSW,Villanova,22.62,78.0,254.4,87.75,103.5,158.0,3086.0,5.0,0.078,-2.2,-0.1,0,
2019,42,Admiral Schofield,PHI,Tennessee,22.22,76.0,240.6,81.75,102.5,131.0,1372.0,1.2,0.043,-4.6,-0.9,0,
2019,43,Jaylen Nowell,MIN,Washington,19.95,75.25,202.4,79.25,98.0,205.0,3519.0,4.7,0.064,-2.1,-0.1,0,
2019,44,Bol Bol,MIA,Oregon,19.59,84.75,208.0,91.0,115.5,202.0,2750.0,5.0,0.088,-0.4,1.1,0,
2019,45,Isaiah Roby,DET,Nebraska,21.37,79.25,214.0,85.0,106.0,151.0,2858.0,4.0,0.068,-2.3,-0.2,0,
2019,46,Talen Horton-Tucker,ORL,Iowa State,18.57,74.5,235.4,85.25,103.0,305.0,5942.0,6.0,0.049,-2.0,0.0,0,
2019,47,Ignas Brazdeikis,SAC,Michigan,20.45,77.75,220.8,81.25,102.0,64.0,838.0,0.4,0.024,-4.9,-0.6,0,
2019,48,Terance Mann,LAC,Florida State,22.67,76.75,204.6,79.75,101.0,475.0,10630.0,23.3,0.105,-1.2,2.2,0,
2019,49,Quinndary Weatherspoon,SAS,Mississippi State,22.77,75.0,206.6,81.0,100.0,42.0,272.0,0.2,0.03,-5.5,-0.2,0,
2019,50,Jarrell Brantley,IND,College of Charleston,23.03,77,250,,,41.0,273.0,0.6,0.108,0.0,0.1,0,ht/wt from BBR listed (not combine barefoot)
2019,51,Tremont Waters,BOS,LSU,21.44,69.5,172.4,74.25,93.5,40.0,407.0,0.1,0.012,-3.0,-0.1,0,
2019,52,Jalen McDaniels,CHO,San Diego State,21.38,80.25,191.6,84.25,105.5,252.0,4550.0,5.3,0.056,-3.3,-1.5,0,
2019,53,Justin Wright-Foreman,UTA,Hofstra,21.65,72,190,,,4.0,45.0,0.0,-0.008,-9.0,-0.1,0,ht/wt from BBR listed (not combine barefoot)
2019,54,Marial Shayok,PHI,Iowa State,23.9,76.5,196.8,84.25,103.5,4.0,28.0,-0.1,-0.13,-13.0,-0.1,0,
2019,55,Kyle Guy,NYK,Virginia,21.86,72.75,167.8,76.5,95.5,53.0,431.0,0.1,0.006,-4.9,-0.3,0,
2019,56,Jaylen Hands,LAC,UCLA,,73.5,180.4,77.5,97.0,,,,,,,0,no NBA stats on BBR (never played)
2019,57,Jordan Bone,NOP,Tennessee,21.62,73.5,179.0,75.25,95.0,24.0,249.0,0.1,0.01,-5.9,-0.2,0,
2019,58,Miye Oni,GSW,Yale,21.88,76.25,205.6,82.75,100.5,80.0,672.0,1.0,0.07,-2.5,-0.1,0,
2019,59,Dewan Hernandez,TOR,Miami (FL),22.53,81.0,232.8,85.75,107.0,6.0,28.0,0.0,0.043,-9.6,-0.1,0,
2019,60,Vanja Marinković,SAC,,,,,,,,,,,,,0,no NBA stats on BBR (never played)
2020,1,Anthony Edwards,MIN,Georgia,19.29,76,225,,,442.0,15400.0,31.4,0.098,2.1,15.8,1,ht/wt from BBR listed (not combine barefoot)
2020,2,James Wiseman,GSW,Memphis,19.64,83,240,,,152.0,2857.0,4.3,0.072,-4.0,-1.5,0,ht/wt from BBR listed (not combine barefoot)
2020,3,LaMelo Ball,CHO,,19.24,79,180,,,303.0,9392.0,19.8,0.101,3.3,12.5,1,ht/wt from BBR listed (not combine barefoot)
2020,4,Patrick Williams,CHI,Florida State,19.23,78,215,,,348.0,8952.0,8.3,0.044,-2.6,-1.4,0,ht/wt from BBR listed (not combine barefoot)
2020,5,Isaac Okoro,CLE,Auburn,19.81,76,225,,,397.0,10441.0,18.2,0.084,-2.3,-0.8,0,ht/wt from BBR listed (not combine barefoot)
2020,6,Onyeka Okongwu,ATL,USC,19.94,82,240,,,381.0,9208.0,30.9,0.161,0.6,6.0,0,ht/wt from BBR listed (not combine barefoot)
2020,7,Killian Hayes,DET,,19.31,76,195,,,239.0,6047.0,-0.4,-0.004,-4.0,-3.0,0,ht/wt from BBR listed (not combine barefoot)
2020,8,Obi Toppin,NYK,Dayton,22.71,81,220,,,386.0,6662.0,17.7,0.128,1.2,5.4,0,ht/wt from BBR listed (not combine barefoot)
2020,9,Deni Avdija,WAS,,19.87,80,228,,,425.0,11878.0,21.7,0.088,0.0,6.0,1,ht/wt from BBR listed (not combine barefoot)
2020,10,Jalen Smith,PHO,Maryland,20.68,81.25,224.6,86.25,110.0,324.0,5463.0,14.6,0.128,-0.3,2.4,0,
2020,11,Devin Vassell,SAS,Florida State,20.24,77,200,,,370.0,10446.0,16.8,0.077,-0.3,4.4,0,ht/wt from BBR listed (not combine barefoot)
2020,12,Tyrese Haliburton,SAC,Iowa State,20.72,77,185,,,333.0,10998.0,37.6,0.164,4.8,18.9,1,ht/wt from BBR listed (not combine barefoot)
2020,13,Kira Lewis Jr.,NOP,Alabama,19.62,73,170,,,131.0,1745.0,1.3,0.036,-3.5,-0.6,0,ht/wt from BBR listed (not combine barefoot)
2020,14,Aaron Nesmith,BOS,Vanderbilt,21.09,77,215,,,333.0,7511.0,11.2,0.072,-2.1,-0.2,0,ht/wt from BBR listed (not combine barefoot)
2020,15,Cole Anthony,ORL,UNC,20.51,74,185,,,355.0,8462.0,10.5,0.06,-0.8,2.5,0,ht/wt from BBR listed (not combine barefoot)
2020,16,Isaiah Stewart,POR,Washington,19.49,79.25,243.0,88.75,108.5,365.0,8859.0,19.5,0.106,-1.5,1.2,0,
2020,17,Aleksej Pokusevski,MIN,,18.9,84,210,,,168.0,3429.0,-0.2,-0.002,-3.1,-1.0,0,ht/wt from BBR listed (not combine barefoot)
2020,18,Josh Green,DAL,Arizona,20.01,76.5,214.0,81.75,101.5,349.0,7323.0,11.1,0.073,-2.6,-1.2,0,
2020,19,Saddiq Bey,BRK,Villanova,21.61,80,215,,,364.0,11050.0,20.0,0.087,-0.5,4.3,0,ht/wt from BBR listed (not combine barefoot)
2020,20,Precious Achiuwa,MIA,Memphis,21.17,79.5,234.0,84.75,108.5,393.0,8141.0,14.8,0.087,-2.1,-0.3,0,
2020,21,Tyrese Maxey,PHI,Kentucky,20.04,74,200,,,388.0,12848.0,35.1,0.131,2.2,13.5,1,ht/wt from BBR listed (not combine barefoot)
2020,22,Zeke Nnaji,DEN,Arizona,19.86,81.25,246.8,86.0,105.5,303.0,3633.0,7.5,0.1,-2.8,-0.7,0,
2020,23,Leandro Bolmaro,NYK,,20.19,78,200,,,49.0,309.0,-0.3,-0.048,-7.8,-0.5,0,ht/wt from BBR listed (not combine barefoot)
2020,24,R.J. Hampton,MIL,,19.78,76,175,,,170.0,3116.0,0.8,0.013,-3.8,-1.4,0,ht/wt from BBR listed (not combine barefoot)
2020,25,Immanuel Quickley,OKC,Kentucky,21.42,74.0,185.8,80.25,99.0,394.0,10523.0,27.9,0.127,1.5,9.2,0,
2020,26,Payton Pritchard,BOS,Oregon,22.81,73,195,,,426.0,9564.0,29.4,0.148,1.5,8.5,0,ht/wt from BBR listed (not combine barefoot)
2020,27,Udoka Azubuike,UTA,Kansas,21.17,82.0,259.5,91.25,109.0,84.0,724.0,2.0,0.133,-1.5,0.1,0,
2020,28,Jaden McDaniels,LAL,Washington,20.14,81,185,,,439.0,12765.0,23.1,0.087,-1.5,1.5,0,ht/wt from BBR listed (not combine barefoot)
2020,29,Malachi Flynn,TOR,San Diego State,22.53,73,185,,,217.0,3076.0,2.9,0.045,-2.6,-0.5,0,ht/wt from BBR listed (not combine barefoot)
2020,30,Desmond Bane,BOS,TCU,22.4,78,215,,,395.0,12030.0,33.0,0.132,2.2,12.7,0,ht/wt from BBR listed (not combine barefoot)
2020,31,Tyrell Terry,DAL,Stanford,20.14,73.5,170.0,73.75,96.0,13.0,59.0,0.0,-0.035,-4.8,0.0,0,
2020,32,Vernon Carey Jr.,CHO,Duke,19.73,82,270,,,37.0,187.0,0.2,0.058,-6.3,-0.2,0,ht/wt from BBR listed (not combine barefoot)
2020,33,Daniel Oturu,MIN,Minnesota,21.16,82,240,,,33.0,188.0,0.3,0.086,-5.2,-0.2,0,ht/wt from BBR listed (not combine barefoot)
2020,34,Théo Maledon,PHI,,19.44,76.0,187.4,80.75,100.5,177.0,3753.0,-0.2,-0.002,-4.6,-2.4,0,
2020,35,Xavier Tillman Sr.,SAC,Michigan State,21.85,79.5,266.5,86.0,106.0,290.0,4354.0,10.3,0.114,-0.2,2.0,0,
2020,36,Tyler Bey,PHI,Colorado,22.77,78.0,212.8,85.25,105.5,18.0,71.0,0.0,-0.033,-9.5,-0.1,0,
2020,37,Vít Krejčí,WAS,,20.42,80,195,,,203.0,3941.0,6.9,0.084,-2.0,0.1,0,ht/wt from BBR listed (not combine barefoot)
2020,38,Saben Lee,UTA,Vanderbilt,21.41,74,183,,,134.0,1943.0,3.5,0.085,-1.4,0.3,0,ht/wt from BBR listed (not combine barefoot)
2020,39,Elijah Hughes,NOP,Syracuse,22.69,76.75,229.0,79.5,101.5,54.0,498.0,-0.4,-0.039,-6.4,-0.5,0,
2020,40,Robert Woodard II,MEM,Mississippi State,21.16,77.5,230.2,86.0,105.5,25.0,87.0,-0.1,-0.077,-7.7,-0.1,0,
2020,41,Tre Jones,SAS,Duke,20.86,73,185,,,362.0,8196.0,20.3,0.119,-0.1,4.0,0,ht/wt from BBR listed (not combine barefoot)
2020,42,Nick Richards,NOP,Kentucky,22.97,82.5,241.6,86.25,110.0,305.0,5363.0,13.9,0.124,-2.9,-1.2,0,
2020,43,Jahmi'us Ramsey,SAC,Texas Tech,19.44,74.5,193.4,78.0,100.5,39.0,349.0,-0.1,-0.008,-5.4,-0.3,0,
2020,44,Marko Simonovic,CHI,,21.1,84,220,,,16.0,55.0,0.0,-0.026,-12.3,-0.1,0,ht/wt from BBR listed (not combine barefoot)
2020,45,Jordan Nwora,MIL,Louisville,22.19,77.75,223.0,82.25,104.0,206.0,3359.0,3.0,0.043,-2.8,-0.7,0,
2020,46,CJ Elleby,POR,Washington State,20.42,77.5,198.6,79.25,100.5,88.0,1366.0,0.5,0.018,-5.2,-1.1,0,
2020,47,Yam Madar,BOS,,,,,,,,,,,,,0,no NBA stats on BBR (never played)
2020,48,Nico Mannion,GSW,Arizona,19.68,74,190,,,30.0,364.0,0.2,0.029,-3.9,-0.2,0,ht/wt from BBR listed (not combine barefoot)
2020,49,Isaiah Joe,PHI,Arkansas,21.38,75.0,170.4,79.5,101.0,392.0,6943.0,19.0,0.131,0.6,4.6,0,
2020,50,Skylar Mays,ATL,LSU,23.2,75.0,204.0,78.0,99.0,105.0,1111.0,2.1,0.092,-0.7,0.4,0,
2020,51,Justinian Jessup,GSW,Boise State,,,,,,,,,,,,0,no NBA stats on BBR (never played)
2020,52,KJ Martin,SAC,,19.87,78,215,,,309.0,6674.0,12.4,0.089,-1.8,0.4,0,ht/wt from BBR listed (not combine barefoot)
2020,53,Cassius Winston,OKC,Michigan State,22.72,72.5,196.0,78.0,97.0,29.0,137.0,0.1,0.051,-4.9,-0.1,0,
2020,54,Cassius Stanley,IND,Duke,21.25,77.0,201.6,79.0,99.5,33.0,248.0,0.0,-0.006,-7.9,-0.4,0,
2020,55,Jay Scrubb,BRK,John A. Logan College,20.21,77,220,,,24.0,235.0,-0.1,-0.014,-6.6,-0.3,0,ht/wt from BBR listed (not combine barefoot)
2020,56,Grant Riller,CHO,College of Charleston,23.78,72.25,178.4,77.25,96.5,7.0,27.0,0.1,0.177,5.1,0.0,0,
2020,57,Reggie Perry,LAC,Mississippi State,20.66,80.25,249.6,84.25,106.5,36.0,398.0,0.4,0.048,-5.5,-0.3,0,
2020,58,Paul Reed,PHI,DePaul,21.43,81,210,,,325.0,4163.0,15.9,0.184,1.7,3.9,0,ht/wt from BBR listed (not combine barefoot)
2020,59,Jalen Harris,TOR,Nevada,22.26,74.75,193.4,79.0,97.5,13.0,172.0,0.3,0.079,0.3,0.1,0,
2020,60,Sam Merrill,NOP,Utah State University,24.51,76,205,,,225.0,4197.0,10.5,0.12,0.1,2.3,0,ht/wt from BBR listed (not combine barefoot)
2021,1,Cade Cunningham,DET,Oklahoma State,19.84,78,220,,,272.0,9186.0,14.9,0.078,2.2,9.8,1,ht/wt from BBR listed (not combine barefoot)
2021,2,Jalen Green,HOU,,19.47,76,186,,,339.0,10866.0,11.0,0.049,-1.1,2.4,0,ht/wt from BBR listed (not combine barefoot)
2021,3,Evan Mobley,CLE,USC,20.11,83,215,,,334.0,10819.0,34.8,0.154,2.4,12.1,1,ht/wt from BBR listed (not combine barefoot)
2021,4,Scottie Barnes,TOR,Florida State,19.99,79.0,225.4,86.75,108.0,356.0,12204.0,27.2,0.107,2.3,13.1,1,
2021,5,Jalen Suggs,ORL,Gonzaga,20.15,77,205,,,268.0,7154.0,8.3,0.055,-0.3,3.1,0,ht/wt from BBR listed (not combine barefoot)
2021,6,Josh Giddey,OKC,,18.8,79,216,,,334.0,9926.0,17.2,0.083,1.5,8.8,0,ht/wt from BBR listed (not combine barefoot)
2021,7,Jonathan Kuminga,GSW,,18.81,79,225,,,294.0,6502.0,13.0,0.096,-1.1,1.5,0,ht/wt from BBR listed (not combine barefoot)
2021,8,Franz Wagner,ORL,Michigan,19.92,82,220,,,325.0,10417.0,24.2,0.112,0.9,7.7,0,ht/wt from BBR listed (not combine barefoot)
2021,9,Davion Mitchell,SAC,Baylor,22.9,72.0,202.4,76.25,96.5,371.0,8651.0,10.3,0.057,-2.6,-1.3,0,
2021,10,Ziaire Williams,NOP,Stanford,19.88,80.25,188.4,82.25,106.5,269.0,5767.0,6.2,0.052,-3.0,-1.5,0,
2021,11,James Bouknight,CHO,UConn,20.86,75.5,190.0,80.25,101.5,79.0,900.0,-0.3,-0.017,-5.9,-0.9,0,
2021,12,Joshua Primo,SAS,Alabama,18.6,76.0,189.0,81.25,102.5,56.0,1068.0,-0.2,-0.011,-5.3,-0.9,0,
2021,13,Chris Duarte,IND,Oregon,24.13,77,190,,,177.0,3231.0,1.9,0.028,-3.0,-0.8,0,ht/wt from BBR listed (not combine barefoot)
2021,14,Moses Moody,GSW,Arkansas,19.16,76.5,210.6,84.75,105.0,315.0,5769.0,11.6,0.096,-1.0,1.5,0,
2021,15,Corey Kispert,WAS,Gonzaga,22.41,78.0,223.8,79.0,102.0,350.0,8643.0,11.1,0.062,-2.3,-0.6,0,
2021,16,Alperen Şengün,OKC,,19.01,83,243,,,358.0,10499.0,30.5,0.14,3.1,13.4,1,ht/wt from BBR listed (not combine barefoot)
2021,17,Trey Murphy III,MEM,Virginia,21.11,79.5,206.0,84.0,105.5,317.0,9197.0,24.4,0.128,1.6,8.3,0,
2021,18,Tre Mann,OKC,Florida,20.48,75.25,177.6,76.0,98.5,234.0,4525.0,1.9,0.02,-3.6,-1.8,0,
2021,19,Kai Jones,NYK,Texas,20.52,82.0,221.4,85.75,110.5,107.0,1081.0,2.8,0.126,-1.2,0.2,0,
2021,20,Jalen Johnson,ATL,Duke,19.61,79.75,209.6,84.25,106.0,256.0,6867.0,15.9,0.111,2.2,7.2,1,
2021,21,Keon Johnson,NYK,Tennessee,19.39,75.5,184.8,79.25,97.0,161.0,3098.0,-0.3,-0.005,-4.2,-1.7,0,
2021,22,Isaiah Jackson,LAL,Kentucky,19.55,80,205,,,219.0,3346.0,10.3,0.148,-0.4,1.3,0,ht/wt from BBR listed (not combine barefoot)
2021,23,Usman Garuba,HOU,,19.39,80,229,,,105.0,1228.0,2.3,0.09,-1.4,0.2,0,ht/wt from BBR listed (not combine barefoot)
2021,24,Josh Christopher,HOU,Arizona State,19.64,75.25,214.8,81.25,101.0,152.0,2189.0,0.2,0.003,-3.9,-1.1,0,
2021,25,Quentin Grimes,LAC,Houston,21.22,76.0,205.0,80.0,101.0,318.0,8151.0,14.4,0.085,-0.7,2.7,0,
2021,26,Bones Hyland,DEN,VCU,20.87,74,169,,,257.0,4351.0,7.4,0.082,-0.2,2.0,0,ht/wt from BBR listed (not combine barefoot)
2021,27,Cam Thomas,BRK,LSU,19.79,75,210,,,257.0,5861.0,5.0,0.041,-2.3,-0.4,0,ht/wt from BBR listed (not combine barefoot)
2021,28,Jaden Springer,PHI,Tennessee,18.84,75.0,202.0,79.75,99.0,110.0,967.0,1.4,0.068,-2.7,-0.2,0,
2021,29,Day'Ron Sharpe,PHO,UNC,19.73,82,265,,,253.0,3932.0,11.9,0.145,0.0,2.0,0,ht/wt from BBR listed (not combine barefoot)
2021,30,Santi Aldama,UTA,Loyola (MD),20.55,84,215,,,278.0,6518.0,14.5,0.107,0.9,4.7,0,ht/wt from BBR listed (not combine barefoot)
2021,31,Isaiah Todd,MIL,,19.78,80.75,219.0,85.25,107.5,18.0,135.0,-0.3,-0.124,-10.2,-0.3,0,
2021,32,Jeremiah Robinson-Earl,NYK,Villanova,20.73,79.75,242.4,81.75,105.5,219.0,3835.0,5.9,0.074,-2.4,-0.4,0,
2021,33,Jason Preston,ORL,Ohio University,21.97,75.0,180.6,80.5,100.5,21.0,195.0,0.1,0.023,-2.6,0.0,0,
2021,34,Rokas Jokubaitis,OKC,,,,,,,,,,,,,0,no NBA stats on BBR (never played)
2021,35,Herbert Jones,NOP,Alabama,22.81,78.0,206.4,84.25,106.0,296.0,8843.0,16.4,0.089,-0.9,2.6,0,
2021,36,Miles McBride,OKC,West Virginia,20.89,73.0,195.2,80.75,99.5,277.0,5133.0,10.5,0.099,-0.4,2.0,0,
2021,37,JT Thor,DET,Auburn,18.92,80.5,203.0,87.25,110.0,185.0,2261.0,1.2,0.026,-4.5,-1.5,0,
2021,38,Ayo Dosunmu,CHI,Illinois,21.53,75.5,194.4,82.25,102.0,348.0,9695.0,17.5,0.086,-1.2,2.0,0,
2021,39,Neemias Queta,SAC,Utah State University,22.05,83.25,248.4,88.0,112.5,186.0,3271.0,14.2,0.209,1.4,2.8,0,
2021,40,Jared Butler,NOP,Baylor,20.93,74.25,193.0,76.0,98.5,148.0,2047.0,2.5,0.059,-1.5,0.3,0,
2021,41,Joe Wieskamp,SAS,Iowa,21.93,77.75,204.8,83.0,103.0,38.0,255.0,0.1,0.013,-5.3,-0.2,0,
2021,42,Isaiah Livers,DET,Michigan,23.0,77.75,231.8,81.25,104.5,130.0,2398.0,2.0,0.039,-3.1,-0.7,0,
2021,43,Greg Brown III,NOP,Texas,19.91,79.25,206.4,84.25,107.0,70.0,773.0,0.2,0.015,-5.1,-0.6,0,
2021,44,Kessler Edwards,BRK,Pepperdine,20.97,79.0,203.0,83.25,106.0,178.0,2255.0,2.7,0.058,-2.9,-0.5,0,
2021,45,Juhann Begarin,BOS,,,,,,,,,,,,,0,no NBA stats on BBR (never played)
2021,46,Dalano Banton,TOR,Nebraska,21.72,80,203,,,222.0,3204.0,2.0,0.03,-1.5,0.4,0,ht/wt from BBR listed (not combine barefoot)
2021,47,David Johnson,TOR,Louisville,20.42,75.25,202.8,82.5,104.0,2.0,2.0,0.0,-0.495,-27.7,0.0,0,
2021,48,Sharife Cooper,ATL,Auburn,20.13,72,176,,,54.0,739.0,0.4,0.023,-4.6,-0.5,0,ht/wt from BBR listed (not combine barefoot)
2021,49,Marcus Zegarowski,BRK,Creighton,,72.75,180.8,74.75,96.0,,,,,,,0,no NBA stats on BBR (never played)
2021,50,Filip Petrušev,PHI,Gonzaga,21.29,83,225,,,3.0,10.0,0.0,0.029,-8.0,0.0,0,ht/wt from BBR listed (not combine barefoot)
2021,51,Brandon Boston Jr.,MEM,Kentucky,19.67,77.75,188.0,82.75,104.0,147.0,2346.0,1.0,0.021,-3.7,-1.0,0,
2021,52,Luka Garza,DET,Iowa,22.59,82.0,242.8,85.5,107.5,193.0,2091.0,8.2,0.187,0.4,1.3,0,
2021,53,Charles Bassey,PHI,Western Kentucky,20.75,81.25,230.2,87.0,107.5,126.0,1410.0,4.5,0.152,0.6,0.9,0,
2021,54,Sandro Mamukelashvili,IND,Seton Hall,22.18,81.0,239.8,85.25,106.5,271.0,3950.0,11.4,0.138,1.1,3.2,0,
2021,55,Aaron Wiggins,OKC,Maryland,22.57,76.5,190.0,81.75,103.0,339.0,6892.0,15.0,0.105,-0.9,1.9,0,
2021,56,Scottie Lewis,CHO,Florida,21.38,76.0,187.6,84.0,101.5,2.0,7.0,0.0,0.164,6.0,0.0,0,
2021,57,Balša Koprivica,CHO,Florida State,,,,,,,,,,,,0,no NBA stats on BBR (never played)
2021,58,Jericho Sims,NYK,Texas,22.77,81.0,250.2,87.25,106.0,258.0,3902.0,10.1,0.124,-2.1,-0.1,0,
2021,59,RaiQuan Gray,BRK,Florida State,22.06,78.5,268.6,82.75,105.0,4.0,74.0,0.2,0.149,2.9,0.1,0,
2021,60,Georgios Kalaitzakis,IND,,22.57,80,192,,,13.0,213.0,-0.1,-0.024,-7.0,-0.3,0,ht/wt from BBR listed (not combine barefoot)
