year,pick,team,player,slug,college,yrs,career_games,career_minutes,career_ws,career_ws48,career_bpm,career_vorp
2011,41,LAL,Darius Morris,morrida01,Michigan,4,132,1464,-0.3,-.010,-5.1,-1.2
2011,42,IND,Dāvis Bertāns,bertada01,,8,475,8545,18.6,.105,0.2,4.7
2011,43,CHI,Malcolm Lee,leema01,UCLA,3,36,534,0.4,.040,-2.5,-0.1
2011,44,GSW,Charles Jenkins,jenkich01,Hofstra,2,110,1334,0.5,.017,-4.5,-0.8
2011,45,NOH,Josh Harrellson,harrejo01,Kentucky,3,75,888,2.1,.116,-0.4,0.4
2011,46,LAL,Andrew Goudelock,goudean01,College of Charleston,3,49,475,0.0,.003,-5.0,-0.3
2011,47,LAC,Travis Leslie,leslitr01,Georgia,1,10,45,0.1,.060,-0.3,0.0
2011,48,ATL,Keith Benson,bensoke02,Oakland,1,3,9,0.0,-.005,-7.7,0.0
2011,49,MEM,Josh Selby,selbyjo01,Kansas,2,38,296,-0.7,-.113,-9.5,-0.6
2011,50,PHI,Lavoy Allen,allenla01,Temple,6,388,6905,13.8,.096,-2.1,-0.1
2011,51,POR,Jon Diebler,diebljo01,Ohio State,,,,,,,
2011,52,DET,Vernon Macklin,macklve01,Florida,1,23,135,0.5,.161,1.2,0.1
2011,53,ORL,DeAndre Liggins,liggide01,Kentucky,5,177,1907,1.6,.040,-2.2,-0.1
2011,54,CLE,Milan Mačvan,macvami01,,,,,,,,
2011,55,BOS,E'Twaun Moore,mooreet01,Purdue,10,598,12564,14.8,.057,-1.9,0.2
2011,56,LAL,Chukwudiebere Maduabum,maduach01,,,,,,,,
2011,57,DAL,Tanguy Ngombo,ngombta01,,,,,,,,
2011,58,LAL,Ater Majok,majokat01,,,,,,,,
2011,59,SAS,Ádám Hanga,hangaad01,,,,,,,,
2011,60,SAC,Isaiah Thomas,thomais02,Washington,12,556,15582,45.3,.140,2.1,16.1
2012,1,NOH,Anthony Davis,davisan02,Kentucky,14,807,27741,120.1,.208,5.8,54.9
2012,2,CHA,Michael Kidd-Gilchrist,kiddgmi01,Kentucky,8,446,10978,21.0,.092,-1.8,0.6
2012,3,WAS,Bradley Beal,bealbr01,Florida,14,807,27681,58.4,.101,1.4,23.7
2012,4,CLE,Dion Waiters,waitedi01,Syracuse,8,419,11835,8.8,.036,-2.1,-0.4
2012,5,SAC,Thomas Robinson,robinth01,Kansas,5,313,4204,4.6,.053,-3.5,-1.6
2012,6,POR,Damian Lillard,lillada01,Weber State,13,900,32614,118.4,.174,4.6,54.5
2012,7,GSW,Harrison Barnes,barneha02,UNC,14,1070,33015,66.4,.097,-0.8,10.0
2012,8,TOR,Terrence Ross,rosste01,Washington,11,733,17956,25.0,.067,-1.0,4.5
2012,9,DET,Andre Drummond,drumman01,UConn,14,967,25451,80.0,.151,1.0,18.9
2012,10,NOH,Austin Rivers,riverau01,Duke,11,707,16858,15.2,.043,-3.1,-4.5
2012,11,POR,Meyers Leonard,leoname01,Illinois,10,456,7272,15.8,.104,-1.5,1.0
2012,12,HOU,Jeremy Lamb,lambje01,UConn,10,573,11896,26.8,.108,0.6,7.9
2012,13,PHO,Kendall Marshall,marshke01,UNC,4,160,3083,1.0,.015,-3.5,-1.1
2012,14,MIL,John Henson,hensojo01,UNC,8,445,8752,20.7,.113,-0.5,3.4
2012,15,PHI,Maurice Harkless,harklma01,St. John's,10,621,14019,23.0,.079,-0.8,4.1
2012,16,HOU,Royce White,whitero03,Iowa State,1,3,9,0.0,-.121,-16.9,0.0
2012,17,DAL,Tyler Zeller,zellety01,UNC,8,414,7254,17.1,.113,-2.0,0.0
2012,18,HOU,Terrence Jones,joneste01,Kentucky,6,234,5562,14.7,.127,0.5,3.6
2012,19,ORL,Andrew Nicholson,nichoan01,St. Bonaventure,5,285,4080,3.8,.045,-3.6,-1.6
2012,20,DEN,Evan Fournier,fournev01,,12,704,19514,30.5,.075,-1.1,4.3
2012,21,BOS,Jared Sullinger,sullija01,Ohio State,5,269,6532,15.3,.113,-0.4,2.7
2012,22,BOS,Fab Melo,melofa01,Syracuse,1,6,36,0.0,.021,-7.6,-0.1
2012,23,ATL,John Jenkins,jenkijo01,Vanderbilt,6,171,2183,3.0,.065,-1.9,0.1
2012,24,CLE,Jared Cunningham,cunnija01,Oregon State,4,84,605,0.2,.017,-5.7,-0.6
2012,25,MEM,Tony Wroten,wroteto01,Washington,4,145,3076,-1.3,-.021,-3.4,-1.1
2012,26,IND,Miles Plumlee,plumlmi01,Duke,7,346,5658,10.6,.090,-1.9,0.2
2012,27,MIA,Arnett Moultrie,moultar01,Mississippi State,2,59,729,1.7,.113,-2.8,-0.1
