rank,name_tankathon,position,team_school,height_listed,height_in,weight_lbs,class,age,pts_pg,reb_pg,ast_pg,blk_pg,stl_pg,pts_per36,reb_per36,ast_per36,blk_per36,stl_per36,ts_pct,usg,obpm,dbpm,bpm,source,norm_name,name,sources_count,consensus_mean,consensus_median,consensus_std,consensus_min,consensus_max,sources,rank_tankathon,rank_rookie_scale_consensus,rank_cbs_prospect_rankings,rank_bleacher_report_mock,rank_nba_draft_room_big_board,rank_tankathon_mock,rank_cbs_mock,rank_yahoo_koc_big_board,rank_the_ringer_big_board,cbs_mpg,cbs_ppg,cbs_rpg,cbs_apg,cbs_fg_pct,name_combine,height_listed_combine,height_in_combine,weight_lbs_combine,sources_combine,wingspan_listed,wingspan_in,height_wo_shoes,height_wo_shoes_in,standing_reach,standing_reach_in,display_name,name_wb,height_wo_shoes_in_wb,weight_lbs_wb,wingspan_in_wb,standing_reach_in_wb,standing_vert_in,max_vert_in,lane_agility_s,shuttle_s,sprint_s,market_rank,age_at_draft,pts_per40,reb_per40,ast_per40,stl_per40,blk_per40,tov_per40,usg_pct,position_group,ft_pct,three_pct,three_pa_per40,pred_value_p10,pred_value_p50,pred_value_p90,ridge_pred,gbm_pred,rf_pred,prob_bust,prob_bench,prob_rotation,prob_starter,prob_star,board_score,board_rank,tier,comp_players,comp_median_mpg,comp_floor_mpg,comp_ceiling_mpg,comp_tiers
34.0,Luigi Suigo,C,KK Mega Basket,"7'4""",86.75,289.0,International,19.4,8.5,5.3,0.9,1.0,0.5,16.9,10.6,1.7,2.0,0.9,0.607,19.0,,,,Tankathon,luigi suigo,Luigi Suigo,6,30.33333333333333,31.5,4.268749491621899,24,35,Bleacher Report mock;NBA Draft Room big board;Rookie Scale consensus;Tankathon;Tankathon mock;The Ringer big board,34.0,35.0,,26.0,24.0,34.0,,,29.0,,,,,,Luigi Suigo,"7'4""",88.0,289.0,NBA Draft Room mock;Tankathon,7-5 1/2 –,89.5,,,,114.0,Luigi Suigo,Luigi Suigo,86.75,289.0,89.5,114.0,,,,,,30.33333333333333,19.4,18.77777777777778,11.777777777777779,1.8888888888888888,1.0,2.2222222222222223,,19.0,big,,,,14.31699396243039,17.10211654307965,20.873162098340508,15.426086414325072,16.259429514667854,15.4849355044524,0.15969200528400723,0.39575480196695273,0.2093477157798468,0.17317223214117566,0.062033244828017656,0.6636219081312361,32,Honorable mention,Tiny Gallon; Dakari Johnson; Tony Bradley; Meyers Leonard; Thomas Bryant,11.1,5.2,17.64,bust; bust; bench; rotation; rotation
32.0,Alex Karaban,SF/PF,UConn,"6'8""",78.75,225.2,Senior,23.6,13.2,5.3,2.4,0.8,0.8,13.8,5.5,2.5,0.9,0.9,0.59,18.4,5.4,3.6,9.0,Tankathon,alex karaban,Alex Karaban,6,31.5,31.5,2.0615528128088303,29,34,Bleacher Report mock;CBS prospect rankings;NBA Draft Room big board;Rookie Scale consensus;Tankathon;Tankathon mock,32.0,29.0,31.0,34.0,34.0,29.0,,,,34.4,13.2,5.3,2.4,46.4,Alex Karaban,"6'8""",80.0,225.0,Tankathon,,83.0,,,,104.5,Alex Karaban,Alex Karaban,78.75,225.2,83.0,104.5,28.0,33.0,11.19,3.01,3.28,31.5,23.6,15.333333333333334,6.111111111111112,2.7777777777777777,1.0,1.0,,18.4,wing,,,,15.115362049782847,16.548809067364665,18.49962134016174,15.143654622886343,17.6187011632648,19.017036382608353,0.0945127148042177,0.3192755201876702,0.40868754399276475,0.1457363385622082,0.031787882453139175,0.639410669849134,33,Honorable mention,Isaiah Livers; Devon Hall; Terance Mann; Darius Miller; Solomon Hill,21.5,19.8,21.86,rotation; bust; rotation; rotation; rotation
36.0,Ryan Conwell,SG,Louisville,"6'3.25""",74.0,214.8,Senior,22.0,18.8,4.8,2.7,0.2,1.1,21.9,5.6,3.1,0.2,1.3,0.566,29.5,5.1,2.2,7.3,Tankathon,ryan conwell,Ryan Conwell,6,37.0,36.0,4.281744192888376,32,46,Bleacher Report mock;CBS prospect rankings;NBA Draft Room big board;Rookie Scale consensus;Tankathon;Tankathon mock,36.0,36.0,36.0,46.0,36.0,32.0,,,,31.0,18.8,4.8,2.7,40.8,Ryan Conwell,"6'3.25""",75.25,215.0,Tankathon,,79.0,,,,96.5,Ryan Conwell,Ryan Conwell,74.0,214.8,79.0,96.5,32.5,39.5,10.69,2.86,3.21,37.0,22.0,24.333333333333332,6.222222222222222,3.4444444444444446,1.4444444444444446,0.22222222222222224,,29.5,guard,,,,14.15620622679958,15.335070681788823,16.779498785666526,15.207377452179678,15.030130625028777,15.818521553975964,0.1614991788911497,0.27367238082802786,0.36079707825621027,0.1751202302979807,0.028911131726631515,0.42714173045020537,34,Honorable mention,Jordan Crawford; Darius Johnson-Odom; Dominique Jones; Shelvin Mack; James Anderson,17.5,9.3,22.0,starter; bust; bench; rotation; rotation
40.0,Baba Miller,SF,Cincinnati,"6'11.75""",82.5,208.2,Senior,22.4,13.0,10.3,3.7,1.2,0.7,14.7,11.7,4.2,1.3,0.8,0.576,21.1,3.7,5.8,9.4,Tankathon,baba miller,Baba Miller,6,37.0,37.0,2.0816659994661326,34,40,Bleacher Report mock;CBS prospect rankings;NBA Draft Room big board;Rookie Scale consensus;Tankathon;Tankathon mock,40.0,34.0,37.0,35.0,39.0,37.0,,,,31.9,13.0,10.3,3.7,52.9,Baba Miller,"6'11.75""",83.75,208.0,Tankathon,,85.75,,,,111.0,Baba Miller,Baba Miller,82.5,208.2,85.75,111.0,31.5,34.5,10.71,2.7,3.23,37.0,22.4,16.333333333333332,13.0,4.666666666666667,0.888888888888889,1.4444444444444446,,21.1,wing,,,,12.173676703921124,14.154634929247752,15.694265206938741,15.750640292041508,14.000110101094359,15.386592880997215,0.16619899212414113,0.4611717412251373,0.2795871049197936,0.07937162603827957,0.01367053569264829,0.4048326704854761,35,Honorable mention,Jabari Smith; Vince Edwards; Jarron Collins; Aaron Gray; Earl Clark,12.1,9.8,15.040000000000001,bench; bust; rotation; bench; bench
,,,,,71.75,181.8,,,,,,,,,,,,,,,,,,,jakobi gillespie,Ja’kobi Gillespie,1,40.0,40.0,0.0,40,40,NBA Draft Room big board,,,,,40.0,,,,,,,,,,,,,,,,76.0,,,,95.5,Ja’kobi Gillespie,Jakobi Gillespie,71.75,181.8,76.0,95.5,31.5,39.5,10.94,2.91,3.12,40.0,,,,,,,,,unknown,,,,13.661422343862128,15.069893318072141,16.341915959612624,12.22898503599163,15.653904367048971,12.911178000167133,0.19226425657927484,0.23790030091551584,0.4276626480803009,0.11358578226848741,0.028587012156421007,0.3962436864991464,36,Honorable mention,Ray McCallum; Tyler Dorsey; Marcus Denmon; Demetrius Jackson; Nick Johnson,9.4,5.2,17.2,rotation; rotation; bust; bust; bench
35.0,Richie Saunders,SG,BYU,"6'6.25""",77.0,204.8,Senior,24.8,18.0,5.8,2.1,0.3,1.7,20.7,6.6,2.4,0.3,2.0,0.632,24.5,7.8,2.9,10.7,Tankathon,richie saunders,Richie Saunders,6,38.66666666666666,36.5,4.714045207910317,35,48,Bleacher Report mock;CBS prospect rankings;NBA Draft Room big board;Rookie Scale consensus;Tankathon;Tankathon mock,35.0,38.0,35.0,41.0,48.0,35.0,,,,31.4,18.0,5.8,2.1,48.9,Richie Saunders,"6'6.25""",78.25,205.0,Tankathon,,80.75,,,,102.5,Richie Saunders,Richie Saunders,77.0,204.8,80.75,102.5,,,,,,38.66666666666666,24.8,23.0,7.333333333333333,2.6666666666666665,2.2222222222222223,0.3333333333333333,,24.5,guard,,,,13.709313025050852,15.659338598809313,17.392747387865636,14.19138297952479,15.786493367429879,17.972258492173705,0.18156768877069093,0.39141508354930915,0.3139115891311187,0.09461790961564996,0.018487728933231137,0.39489873520847874,37,Honorable mention,Chris Duarte; Cameron Johnson; Sam Merrill; Michael Gbinije; Quinndary Weatherspoon,11.7,6.5,23.759999999999998,rotation; starter; bench; bust; bust
31.0,Sergio de Larrea,PG/SG,Valencia,"6'6""",78.0,198.0,International,20.5,7.1,2.2,2.8,0.2,0.5,17.7,5.3,7.0,0.6,1.1,0.596,22.2,,,,Tankathon,sergio de larrea,Sergio de Larrea,5,37.2,33.0,8.726969691708572,29,53,Bleacher Report mock;NBA Draft Room big board;Rookie Scale consensus;Tankathon;Tankathon mock,31.0,33.0,,29.0,53.0,40.0,,,,,,,,,Sergio de Larrea,"6'6""",78.0,198.0,Tankathon,,,,,,,Sergio de Larrea,,,,,,,,,,,37.2,20.5,19.666666666666668,5.888888888888889,7.777777777777779,1.2222222222222223,0.6666666666666666,,22.2,guard,,,,14.612085390561013,15.718785179409128,16.753858836456207,15.757753268497762,15.198396048899504,16.01988167301329,0.14202779993475206,0.27187280876406955,0.4234200263249572,0.13296338449129322,0.029715980484928073,0.3832183683100359,38,Honorable mention,Wade Baldwin; Donte DiVincenzo; Landry Shamet; Shai Gilgeous-Alexander; Derrick Rose,24.1,22.2,32.76,bench; starter; rotation; starter; starter
39.0,Trevon Brazile,PF,Arkansas,"6'10.75""",81.5,225.6,Senior,23.4,13.0,7.3,1.6,1.6,1.5,14.9,8.4,1.8,1.8,1.7,0.619,17.6,5.4,3.9,9.3,Tankathon,trevon brazile,Trevon Brazile,6,37.66666666666666,38.0,1.699673171197595,35,40,Bleacher Report mock;CBS prospect rankings;NBA Draft Room big board;Rookie Scale consensus;Tankathon;Tankathon mock,39.0,40.0,38.0,36.0,35.0,38.0,,,,31.5,13.1,7.3,1.5,52.6,Trevon Brazile,"6'10.75""",82.75,226.0,Tankathon,,87.75,,,,109.0,Trevon Brazile,Trevon Brazile,81.5,225.6,87.75,109.0,36.0,41.5,10.84,2.71,3.14,37.66666666666666,23.4,16.555555555555557,9.333333333333334,2.0,1.8888888888888888,2.0,,17.6,forward_big,,,,12.205974050170195,13.528339902820896,15.079324701343062,11.052845601319383,13.143897093394523,14.262844659717238,0.23405642078195385,0.3159867430945685,0.372343276535572,0.059950159416736024,0.017663400171169557,0.36704272138790606,39,Honorable mention,Gorgui Dieng; Wesley Johnson; Quincy Acy; Willie Cauley-Stein; Robert Dozier,20.1,16.0,22.060000000000002,rotation; rotation; rotation; rotation; bust
38.0,Jaden Bradley,PG,Arizona,"6'3.75""",74.5,205.4,Senior,22.8,13.3,3.4,4.4,0.1,1.4,15.6,4.0,5.1,0.1,1.7,0.568,20.9,3.7,5.3,9.0,Tankathon,jaden bradley,Jaden Bradley,6,39.16666666666666,40.0,4.13991411612474,31,44,Bleacher Report mock;CBS prospect rankings;NBA Draft Room big board;Rookie Scale consensus;Tankathon;Tankathon mock,38.0,39.0,41.0,44.0,31.0,42.0,,,,30.5,13.3,3.4,4.4,46.3,Jaden Bradley,"6'3.75""",75.75,205.0,Tankathon,,78.25,,,,96.0,Jaden Bradley,Jaden Bradley,74.5,205.4,78.25,96.0,30.5,36.0,10.75,3.13,3.2,39.16666666666666,22.8,17.333333333333332,4.444444444444445,5.666666666666667,1.8888888888888888,0.11111111111111112,,20.9,guard,,,,13.165165654214857,15.016430277431736,17.248073353358674,14.98737104545211,15.57436023894002,17.374846616889624,0.172678392107598,0.3562402261929229,0.31051051876805724,0.15059463233320028,0.009976230598221784,0.3628468097317427,40,Honorable mention,Jerian Grant; Joe Harris; Michael Gbinije; Nigel Williams-Goss; Grayson Allen,17.9,5.0,24.58,rotation; starter; bust; bust; starter
42.0,Otega Oweh,SG,Kentucky,"6'5.5""",76.25,216.0,Senior,22.9,18.6,4.8,2.7,0.3,1.8,20.5,5.3,2.9,0.3,2.0,0.554,28.4,4.0,3.4,7.4,Tankathon,otega oweh,Otega Oweh,6,42.333333333333336,42.5,2.3570226039551585,39,46,Bleacher Report mock;CBS prospect rankings;NBA Draft Room big board;Rookie Scale consensus;Tankathon;Tankathon mock,42.0,46.0,40.0,43.0,44.0,39.0,,,,32.7,18.6,4.8,2.7,46.5,Otega Oweh,"6'5.5""",77.5,216.0,Tankathon,,80.25,,,,101.0,Otega Oweh,Otega Oweh,76.25,216.0,80.25,101.0,31.0,37.0,11.2,2.86,3.17,42.333333333333336,22.9,22.77777777777778,5.888888888888889,3.2222222222222223,2.2222222222222223,0.3333333333333333,,28.4,guard,,,,12.835298437643106,14.840162577827329,16.556610015125948,14.480961713210668,14.485643075288635,16.314731086473273,0.21693631101373703,0.2745381463608952,0.36640887126839455,0.11867220579468028,0.023444465562293022,0.30060886495780204,41,Honorable mention,Dominique Jones; Gerald Henderson; Norman Powell; Dwayne Bacon; Jordan Crawford,23.1,19.4,25.299999999999997,bench; starter; rotation; rotation; starter
41.0,Jack Kayil,PG,Alba Berlin,"6'3""",75.0,174.0,International,20.4,12.3,2.9,3.7,0.2,1.0,20.7,4.9,6.2,0.3,1.7,0.534,28.9,,,,Tankathon,jack kayil,Jack Kayil,5,41.6,41.0,4.8,37,50,Bleacher Report mock;NBA Draft Room big board;Rookie Scale consensus;Tankathon;Tankathon mock,41.0,50.0,,37.0,37.0,43.0,,,,,,,,,Jack Kayil,"6'3""",75.0,174.0,Tankathon,,,,,,,Jack Kayil,,,,,,,,,,,41.6,20.4,23.0,5.444444444444445,6.888888888888889,1.8888888888888888,0.3333333333333333,,28.9,guard,,,,13.170245238255644,14.556980460637622,16.142674592541884,15.03716732622918,14.211555265815143,14.765888326848247,0.19406773025644425,0.33542608526876716,0.34451117545862103,0.09142506282996782,0.03456994618619981,0.2761939575868667,42,Honorable mention,DeAaron Fox; Coby White; Dennis Smith Jr; Elfrid Payton; Tre Jones,26.8,23.8,30.84,star; starter; rotation; starter; rotation
50.0,Braden Smith,PG,Purdue,"5'11.5""",70.25,166.6,Senior,22.9,14.3,3.5,8.8,0.2,1.7,14.9,3.7,9.2,0.2,1.8,0.551,24.0,6.8,3.0,9.8,Tankathon,braden smith,Braden Smith,6,42.0,41.0,6.082762530298219,34,50,Bleacher Report mock;CBS prospect rankings;NBA Draft Room big board;Rookie Scale consensus;Tankathon;Tankathon mock,50.0,37.0,34.0,38.0,49.0,44.0,,,,34.5,14.3,3.5,8.8,44.0,Braden Smith,"5'11.5""",71.5,167.0,Tankathon,,75.25,,,,93.5,Braden Smith,Braden Smith,70.25,166.6,75.25,93.5,31.0,38.5,10.76,2.87,3.23,42.0,22.9,16.555555555555557,4.111111111111112,10.222222222222221,2.0,0.22222222222222224,,24.0,guard,,,,11.102881593197088,14.635909262191934,16.68811857527178,14.86995237636922,15.06355374642684,15.796336202768574,0.16233690682484223,0.2690483775412713,0.4582867247401383,0.09955413319046838,0.010773857703279715,0.2538629203767033,43,Honorable mention,Monte Morris; Tyler Ulis; Peyton Siva; Darren Collison; Eric Maynor,20.9,14.6,27.82,starter; rotation; bench; starter; bench
44.0,Ja'Kobi Gillespie,PG,Tennessee,"6'1""",73.0,182.0,Senior,22.3,18.4,2.8,5.4,0.2,2.1,19.1,2.9,5.6,0.2,2.2,0.538,26.9,6.4,4.5,10.9,Tankathon,ja kobi gillespie,Ja'Kobi Gillespie,5,44.8,45.0,1.7204650534085253,42,47,Bleacher Report mock;CBS prospect rankings;Rookie Scale consensus;Tankathon;Tankathon mock,44.0,42.0,45.0,47.0,,46.0,,,,34.6,18.4,2.8,5.4,41.0,Ja'Kobi Gillespie,"6'1""",73.0,182.0,Tankathon,,,,,,,Ja'Kobi Gillespie,,,,,,,,,,,44.8,22.3,21.222222222222225,3.2222222222222223,6.222222222222222,2.4444444444444446,0.22222222222222224,,26.9,guard,,,,11.303015924559828,13.387931273830784,15.554195383278993,13.787620791775417,13.15761546194786,14.899745309134818,0.18464036123166747,0.43737099209875846,0.29069804090626683,0.07933131077460759,0.007959294988699819,0.1875084276807411,44,Honorable mention,Malachi Flynn; Payton Pritchard; Jevon Carter; Roy Devyn; Jared Butler,14.6,10.4,16.48,bench; rotation; rotation; bench; bench
45.0,Emanuel Sharp,SG,Houston,"6'4""",74.75,208.4,Senior,22.3,15.5,3.0,1.7,0.1,1.2,18.9,3.6,2.1,0.1,1.5,0.582,25.0,5.9,4.8,10.7,Tankathon,emanuel sharp,Emanuel Sharp,5,44.2,45.0,1.16619037896906,42,45,Bleacher Report mock;CBS prospect rankings;Rookie Scale consensus;Tankathon;Tankathon mock,45.0,44.0,42.0,45.0,,45.0,,,,29.4,15.5,3.0,1.7,41.3,Emanuel Sharp,"6'4""",76.0,208.0,Tankathon,,75.0,,,,98.5,Emanuel Sharp,Emanuel Sharp,74.75,208.4,75.0,98.5,27.5,33.0,10.77,2.8,3.19,44.2,22.3,21.0,4.0,2.3333333333333335,1.6666666666666667,0.11111111111111112,,25.0,guard,,,,11.082340746037884,12.786885698974055,15.15776310645533,14.133630905906337,13.359374878197917,13.790364156584946,0.23367495650959838,0.3347320156425121,0.348881899424173,0.07475248453811172,0.007958643885604886,0.18370502155159296,45,Honorable mention,Marcus Denmon; Joe Harris; Xavier Thames; Nick Johnson; Luke Kennard,9.4,0.0,23.96,bust; starter; bust; bench; rotation
37.0,Ugonna Onyenso,C,Virginia,"7'0.25""",83.0,236.8,Senior,21.7,6.5,4.9,0.6,2.9,0.6,12.6,9.5,1.1,5.7,1.2,0.616,15.5,4.7,7.6,12.2,Tankathon,ugonna onyenso,Ugonna Onyenso,6,43.5,40.0,8.88350531415762,36,62,Bleacher Report mock;CBS prospect rankings;NBA Draft Room big board;Rookie Scale consensus;Tankathon;Tankathon mock,37.0,41.0,46.0,39.0,62.0,36.0,,,,18.6,6.5,4.9,0.6,56.8,Ugonna Onyenso,"7'0.25""",84.25,237.0,Tankathon,,88.75,,,,113.0,Ugonna Onyenso,Ugonna Onyenso,83.0,236.8,88.75,113.0,27.0,32.0,11.56,3.16,3.25,43.5,21.7,14.0,10.555555555555555,1.2222222222222223,1.3333333333333333,6.333333333333334,,15.5,big,,,,9.29669991575574,10.966629383726588,13.298488645074015,7.65145373017879,10.281295721890949,12.294035852450314,0.248863632279484,0.3143165159850484,0.3875540905606268,0.03461618895449245,0.01464957222034823,0.028371689975734055,46,Honorable mention,Cole Aldrich; Jeff Withey; Willie Cauley-Stein; Hasheem Thabeet; Gorgui Dieng,10.5,10.1,21.240000000000002,bench; bench; rotation; bench; rotation
47.0,Bruce Thornton,PG,Ohio State,"6'1.25""",72.0,223.0,Senior,22.8,19.9,5.1,3.9,0.2,1.1,19.6,5.0,3.9,0.2,1.1,0.665,23.6,9.5,3.2,12.7,Tankathon,bruce thornton,Bruce Thornton,6,49.833333333333336,47.5,5.580223014261069,44,58,Bleacher Report mock;CBS prospect rankings;NBA Draft Room big board;Rookie Scale consensus;Tankathon;Tankathon mock,47.0,45.0,44.0,57.0,58.0,48.0,,,,36.5,19.9,5.1,3.9,55.4,Bruce Thornton,"6'1.25""",73.25,223.0,Tankathon,,77.0,,,,96.5,Bruce Thornton,Bruce Thornton,72.0,223.0,77.0,96.5,29.5,35.5,11.55,3.01,3.25,49.833333333333336,22.8,21.77777777777778,5.555555555555555,4.333333333333333,1.2222222222222223,0.22222222222222224,,23.6,guard,,,,9.854635606921168,12.07932149448948,13.986721093308999,10.8776724924667,12.53788158588006,7.6885395791398565,0.33360032981701015,0.26380039332392835,0.26941460791986244,0.09840748605552817,0.034777182883670835,-0.03776442817299441,47,Honorable mention,Frank Mason; Derrick White; Marcus Denmon; Charles Jenkins; John Jenkins,12.8,12.1,22.540000000000003,rotation; starter; bust; bench; bench
60.0,Dillon Mitchell,SF,St. John's,"6'8""",78.75,202.2,Senior,22.7,8.3,7.0,3.0,0.7,1.3,10.7,9.0,3.8,0.9,1.6,0.555,14.5,3.9,5.3,9.3,Tankathon,dillon mitchell,Dillon Mitchell,6,50.0,49.5,6.831300510639732,41,60,Bleacher Report mock;CBS prospect rankings;NBA Draft Room big board;Rookie Scale consensus;Tankathon;Tankathon mock,60.0,43.0,49.0,50.0,41.0,57.0,,,,28.2,8.3,7.0,3.0,55.9,Dillon Mitchell,"6'8""",80.0,202.0,Tankathon,,82.5,,,,104.5,Dillon Mitchell,Dillon Mitchell,78.75,202.2,82.5,104.5,32.5,38.5,10.94,2.89,3.19,50.0,22.7,11.88888888888889,10.0,4.222222222222222,1.777777777777778,1.0,,14.5,wing,,,,9.30925221529472,11.04179658821662,12.91831220937212,10.478544620575803,9.908883301213141,9.509048395903982,0.4380045314516806,0.18964235994795925,0.2907965076116182,0.07135263560538978,0.01020396538335202,-0.10096739154546067,48,Honorable mention,Chandler Parsons; Terance Mann; DeAndre Liggins; Cody Martin; JP Tokoto,21.4,10.8,26.82,starter; rotation; bench; rotation; bust
46.0,Izaiyah Nelson,PF/C,South Florida,"6'9.5""",80.25,219.4,Senior,22.7,15.9,9.6,1.2,1.4,1.6,20.9,12.6,1.6,1.9,2.2,0.612,23.7,5.9,3.3,9.2,Tankathon,izaiyah nelson,Izaiyah Nelson,6,49.66666666666666,50.0,5.647024782032472,40,57,Bleacher Report mock;CBS prospect rankings;NBA Draft Room big board;Rookie Scale consensus;Tankathon;Tankathon mock,46.0,49.0,57.0,40.0,55.0,51.0,,,,27.2,15.9,9.6,1.2,56.1,Izaiyah Nelson,"6'9.5""",81.5,219.0,Tankathon,,86.5,,,,108.0,Izaiyah Nelson,Izaiyah Nelson,80.25,219.4,86.5,108.0,32.5,38.5,11.22,2.9,3.2,49.66666666666666,22.7,23.22222222222222,14.0,1.777777777777778,2.4444444444444446,2.111111111111111,,23.7,big,,,,7.336961383922052,9.445051427775297,11.174666218244548,7.630493719435798,9.735889385113152,7.682923516657798,0.7150122379895724,0.14483914950914253,0.09137763869359039,0.03850653539501473,0.010264438412679919,-0.1452894983365493,49,Honorable mention,Kenneth Faried; Tyler Bey; Damion James; Wesley Johnson; Danny Granger,22.1,16.0,28.7,starter; bust; rotation; rotation; star
52.0,Tyler Bilodeau,PF,UCLA,"6'8.5""",79.25,228.2,Senior,22.2,17.6,5.6,1.1,0.4,0.5,21.1,6.7,1.3,0.4,0.6,0.656,25.8,7.5,1.4,8.9,Tankathon,tyler bilodeau,Tyler Bilodeau,5,49.8,52.0,6.273754856543249,42,58,CBS prospect rankings;NBA Draft Room big board;Rookie Scale consensus;Tankathon;Tankathon mock,52.0,54.0,43.0,,42.0,58.0,,,,30.2,17.6,5.6,1.1,51.8,Tyler Bilodeau,"6'8.5""",80.5,228.0,Tankathon,,84.75,,,,107.0,Tyler Bilodeau,Tyler Bilodeau,79.25,228.2,84.75,107.0,,,,,,49.8,22.2,23.444444444444446,7.444444444444445,1.4444444444444446,0.6666666666666666,0.4444444444444445,,25.8,forward_big,,,,8.059223229019556,9.5778699715815,10.802215506097017,7.320662398596621,9.835580194587521,7.502752200749857,0.528863398635453,0.23666205749363606,0.19335789013051793,0.03326268379492617,0.00785396994546696,-0.15072812181727777,50,Honorable mention,Justin Harper; Semi Ojeleye; Corey Kispert; Rui Hachimura; Luke Babbitt,14.5,14.0,25.799999999999997,bust; bench; starter; starter; bench
43.0,Nick Martinelli,SF,Northwestern,"6'7.75""",78.5,223.6,Senior,22.2,23.0,6.2,2.0,0.4,0.8,23.3,6.3,2.0,0.4,0.8,0.602,31.1,8.0,0.6,8.6,Tankathon,nick martinelli,Nick Martinelli,6,49.5,46.5,9.945685831890462,41,70,Bleacher Report mock;CBS prospect rankings;NBA Draft Room big board;Rookie Scale consensus;Tankathon;Tankathon mock,43.0,51.0,70.0,42.0,50.0,41.0,,,,35.5,23.0,6.2,2.0,51.0,Nick Martinelli,"6'7.75""",79.75,224.0,Tankathon,,82.0,,,,104.5,Nick Martinelli,Nick Martinelli,78.5,223.6,82.0,104.5,26.5,33.0,11.01,2.88,3.48,49.5,22.2,25.88888888888889,7.0,2.2222222222222223,0.888888888888889,0.4444444444444445,,31.1,wing,,,,8.297092884658475,10.182739411601645,11.74158941565413,10.456160373158845,10.376658040810987,7.817241063875656,0.4076029713663701,0.24195965829019908,0.28340827523586587,0.05364903747576443,0.01338005763180061,-0.16360006420253875,51,Honorable mention,Alec Peters; Georges Niang; Deshaun Thomas; Jordan Nwora; James Anderson,16.2,11.2,17.06,bench; rotation; bust; rotation; rotation
,,,,,,,,,,,,,,,,,,,,,,,,,wyatt fricks,Wyatt Fricks,1,53.0,53.0,0.0,53,53,Bleacher Report mock,,,,53.0,,,,,,,,,,,,,,,,,,,,,,Wyatt Fricks,,,,,,,,,,,53.0,,,,,,,,,unknown,,,,7.659321979452675,9.255959523819326,10.838493482789483,8.316532652722886,9.193720458846045,8.034924016316186,0.6003455241398464,0.19125194073548069,0.13996590771823192,0.04910914697850054,0.019327480427940427,-0.16413844210918893,52,Honorable mention,Jason Richardson; Marcus Williams; Desmond Mason; Dijon Thompson; Luol Deng,30.5,5.8,34.22,star; bust; starter; bust; star
49.0,Tyler Nickel,SG,Vanderbilt,"6'7.25""",78.0,217.4,Senior,22.8,13.5,3.3,1.2,0.5,0.8,15.9,3.8,1.4,0.6,0.9,0.617,18.9,6.0,1.4,7.5,Tankathon,tyler nickel,Tyler Nickel,5,51.4,49.0,4.841487374764082,48,61,CBS prospect rankings;NBA Draft Room big board;Rookie Scale consensus;Tankathon;Tankathon mock,49.0,48.0,50.0,,61.0,49.0,,,,30.5,13.5,3.3,1.2,44.5,Tyler Nickel,"6'7.25""",79.25,217.0,Tankathon,,80.5,,,,102.5,Tyler Nickel,Tyler Nickel,78.0,217.4,80.5,102.5,26.0,34.0,10.88,2.85,3.35,51.4,22.8,17.666666666666668,4.222222222222222,1.5555555555555556,1.0,0.6666666666666666,,18.9,guard,,,,6.717440785883492,8.35675172015793,10.100875932953862,8.138420332245154,8.235615628668487,6.359009480107509,0.5929342718889871,0.23160736567382187,0.1272468952646716,0.04031276235119748,0.007898704821322109,-0.22316846385846645,53,Honorable mention,Darius Miller; Jake Layman; Pat Connaughton; Solomon Hill; Justinian Jessup,19.3,12.8,20.82,rotation; bench; rotation; rotation; bust
48.0,Milos Uzan,PG,Houston,"6'4.25""",75.0,185.0,Senior,23.5,11.1,2.7,4.0,0.1,1.0,12.1,2.9,4.4,0.1,1.1,0.493,19.6,2.6,3.8,6.4,Tankathon,milos uzan,Milos Uzan,6,51.5,49.5,5.439056290693573,47,63,Bleacher Report mock;CBS prospect rankings;NBA Draft Room big board;Rookie Scale consensus;Tankathon;Tankathon mock,48.0,52.0,48.0,51.0,63.0,47.0,,,,33.0,11.1,2.7,4.0,38.0,Milos Uzan,"6'4.25""",76.25,185.0,Tankathon,,77.0,,,,98.0,Milos Uzan,Milos Uzan,75.0,185.0,77.0,98.0,28.0,35.0,10.7,2.87,3.21,51.5,23.5,13.444444444444445,3.2222222222222223,4.888888888888889,1.2222222222222223,0.11111111111111112,,19.6,guard,,,,5.881863228720952,8.390903313308659,10.349128438175377,9.288898921772226,6.802156532040871,8.532084647565748,0.7024520368097549,0.16713200170661882,0.08849712305049409,0.03838494866602591,0.003533889767106241,-0.23158287504525726,54,Honorable mention,Isaiah Cousins; Marcus Paige; Demetrius Jackson; Lorenzo Brown; Joe Harris,5.6,5.2,19.240000000000002,bust; bust; bust; bench; starter
